resourcename,resourcetype,resourcegroup,subscriptionname,recommendationdisplayname,state,severity,os,environment,businessowner,In-HyperCare-scope
azurecatextensionhandler,virtualmachines,st-sappoc-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sappoc-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sappoc-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10034-dsc,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10019-dsc,virtualmachines,st-sappoc-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
sqliaasextension,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10033-dsc,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10033-rapid7-agent,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10019-rapid7-agent,virtualmachines,st-sappoc-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10038-rapid7-agent,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
dscforlinux,virtualmachines,st-sappoc-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st2w10132-predomainjoin,virtualmachines,st-sap-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10101-dsc,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10101-rapid7-agent,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10102-dsc,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10102-rapid7-agent,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10103-dsc,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10103-rapid7-agent,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10104-dsc,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10104-rapid7-agent,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10100-rapid7-agent,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10097-dsc,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10097-rapid7-agent,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10098-dsc,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10098-rapid7-agent,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10099-dsc,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10099-rapid7-agent,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10100-dsc,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10105-dsc,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10111-dsc,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10111-rapid7-agent,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10112-dsc,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10112-rapid7-agent,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10130-domainjoin,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10130-insight-agent-windows,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10130-predomainjoin,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
dscforlinux,virtualmachines,st-sap-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st2l10131-rapid7-insight-agent-linux,virtualmachines,st-sap-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st2l10131-symantec-agent,virtualmachines,st-sap-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st2w10132-domainjoin,virtualmachines,st-sap-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st2w10132-insight-agent-windows,virtualmachines,st-sap-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-sappoc-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10110-rapid7-agent,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10105-rapid7-agent,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10106-dsc,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10106-rapid7-agent,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10110-dsc,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10107-rapid7-agent,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10109-dsc,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10109-rapid7-agent,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10107-dsc,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3w10071-dsc,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3w10071-rapid7-agent,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3w10072-dsc,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3w10072-rapid7-agent,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3w10074-dsc,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3w10074-rapid7-agent,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3w10070-rapid7-agent,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3w10070-dsc,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3w10066-dsc,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3w10066-rapid7-agent,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3w10067-dsc,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3w10067-rapid7-agent,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3w10068-dsc,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3w10068-rapid7-agent,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3w10069-dsc,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3w10069-rapid7-agent,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3w10075-dsc,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3w10075-rapid7-agent,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-starlims-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4l10157-symantec-agent,virtualmachines,st-target-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-target-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
dsc,virtualmachines,st-target-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-target-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-target-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10134-domain-join,virtualmachines,st-tosca-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10134-pre-domain-join,virtualmachines,st-tosca-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10134-rapid7-insight-agent-windows,virtualmachines,st-tosca-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4l10157-rapid7-insight-agent-linux,virtualmachines,st-target-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10151-domain-join,virtualmachines,st-tosca-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10151-rapid7-insight-agent-windows,virtualmachines,st-tosca-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10152-domain-join,virtualmachines,st-tosca-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10152-pre-domain-join,virtualmachines,st-tosca-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10152-rapid7-insight-agent-windows,virtualmachines,st-tosca-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentlinux,virtualmachines,st-totalview-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-totalview-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
dscforlinux,virtualmachines,st-vmautopoc-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
enablevmaccess,virtualmachines,st-vmautopoc-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10151-pre-domain-join,virtualmachines,st-tosca-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
dscforlinux,virtualmachines,st-target-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4l10156-rapid7-insight-agent-linux,virtualmachines,st-target-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
microsoft.powershell.dsc,virtualmachines,st-starlims-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-storm-devtest-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
microsoft.powershell.dsc,virtualmachines,st-storm-devtest-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-storm-devtest-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
microsoft.powershell.dsc,virtualmachines,st-storm-devtest-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azureperformancediagnostics,virtualmachines,st-storm-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-storm-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-storm-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4l10156-symantec-agent,virtualmachines,st-target-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-storm-uat-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-stuca-devtest-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-stuca-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-swim-devtest-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
microsoft.powershell.dsc,virtualmachines,st-swim-devtest-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-swim-devtest-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-swim-devtest-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
microsoft.powershell.dsc,virtualmachines,st-symantecpoc-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
dscforlinux,virtualmachines,st-target-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
microsoft.powershell.dsc,virtualmachines,st-storm-uat-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3w10065-rapid7-agent,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10043-rapid7-agent,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10044-dsc,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10044-rapid7-agent,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10043-dsc,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10045-rapid7-agent,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10046-dsc,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10046-rapid7-agent,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10045-dsc,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10039-dsc,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10039-rapid7-agent,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
sqliaasextension,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10040-dsc,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10040-rapid7-agent,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10041-dsc,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
